network_packet_size,protocol_type,login_attempts,failed_logins,unusual_time_access,ip_reputation_score,session_duration,network_traffic_volume,attack_detected
884,HTTP,3,1,0,0.1779,44,1935,0
875,UDP,3,0,0,0.0298,131,3781,0
1311,TCP,2,0,0,0.0539,105,4101,0
458,UDP,1,0,0,0.0479,153,2765,0
423,TCP,1,1,0,0.0172,52,1524,0
747,UDP,1,0,0,0.0684,55,3589,0
1183,TCP,1,0,0,0.2331,36,2408,0
836,UDP,1,1,0,0.0634,32,3739,0
326,HTTP,3,1,0,0.2059,54,2374,0
1252,UDP,1,0,0,0.0733,126,3572,0
1074,TCP,3,0,0,0.0865,48,3909,0
651,TCP,3,1,0,0.2015,75,1376,0
602,ICMP,4,2,1,0.6322,5,717,0
3157,TCP,16,18,1,0.9484,5,180406,1
1494,UDP,3,0,0,0.0145,52,4059,0
444,UDP,1,0,0,0.0538,125,3547,0
5903,TCP,20,20,1,0.9719,2,70023,1
1221,HTTP,2,1,0,0.1723,152,828,0
581,TCP,8,2,1,0.5607,25,480,0
463,TCP,3,0,0,0.1053,47,2146,0
291,UDP,3,0,0,0.0268,102,2646,0
1493,UDP,2,1,0,0.0389,116,1337,0
554,TCP,2,1,0,0.0342,124,1472,0
6909,TCP,16,14,1,0.9634,7,486316,1
207,TCP,9,4,1,0.6884,14,404,0
601,TCP,1,0,0,0.2449,85,1751,0
743,TCP,9,4,1,0.44,16,474,0
495,HTTP,1,1,0,0.0056,41,1547,0
313,HTTP,1,0,0,0.0026,166,1529,0
879,UDP,3,0,0,0.2319,148,4593,0
7737,TCP,12,12,1,0.9125,2,85180,1
90,ICMP,9,3,0,0.4986,24,213,0
5850,ICMP,14,16,1,0.8019,1,157171,1
900,TCP,2,1,0,0.046,167,4379,0
627,UDP,8,5,1,0.6378,21,110,0
975,HTTP,1,1,0,0.0737,58,1482,0
837,HTTP,3,0,0,0.0263,162,2077,0
1087,HTTP,1,1,0,0.1123,142,2897,0
199,ICMP,6,2,1,0.5671,18,663,0
877,TCP,2,0,0,0.2397,100,4884,0
918,TCP,3,0,0,0.1761,67,827,0
1228,TCP,1,0,0,0.0921,139,2692,0
1072,TCP,1,0,0,0.2218,64,3683,0
899,HTTP,3,0,0,0.2475,151,1769,0
227,ICMP,5,3,1,0.5651,25,403,0
1449,HTTP,3,0,0,0.1476,38,744,0
846,UDP,1,0,0,0.2449,168,1877,0
290,TCP,6,2,0,0.4363,12,700,0
1179,UDP,1,1,0,0.0355,87,696,0
1301,TCP,3,1,0,0.0021,106,2808,0
357,TCP,2,0,0,0.0808,43,1622,0
557,TCP,2,0,0,0.2014,44,3880,0
369,HTTP,2,1,0,0.0441,41,942,0
276,HTTP,3,0,0,0.0387,153,2337,0
1471,UDP,2,1,0,0.1584,145,1819,0
1189,HTTP,1,0,0,0.067,169,3505,0
4342,ICMP,25,15,1,0.9984,2,395791,1
109,ICMP,7,4,1,0.5533,18,631,0
373,HTTP,3,0,0,0.0214,118,4935,0
74,UDP,3,1,0,0.2405,75,4984,0
731,HTTP,3,0,0,0.1981,166,4276,0
133,HTTP,1,1,0,0.1389,76,1322,0
169,ICMP,8,3,1,0.6105,18,195,0
314,UDP,5,3,1,0.4093,25,469,0
129,ICMP,7,2,0,0.6258,12,763,0
1266,HTTP,1,0,0,0.0519,151,4803,0
1051,UDP,1,0,0,0.0968,75,3586,0
1198,UDP,2,1,0,0.0472,47,4396,0
513,UDP,3,0,0,0.0691,79,1423,0
758,UDP,2,1,0,0.1824,110,3996,0
122,TCP,1,1,0,0.1628,176,3912,0
302,TCP,1,0,0,0.0464,35,1887,0
545,ICMP,6,2,0,0.4157,21,557,0
636,UDP,4,3,1,0.698,9,693,0
1274,HTTP,2,1,0,0.0111,115,646,0
367,HTTP,1,0,0,0.0165,72,2132,0
1325,TCP,3,0,0,0.0149,131,4874,0
5038,ICMP,20,16,1,0.7558,2,290077,1
583,ICMP,6,4,0,0.4853,28,675,0
1133,HTTP,2,0,0,0.1716,174,1273,0
727,HTTP,3,1,0,0.0035,147,1708,0
494,UDP,7,4,0,0.5034,26,582,0
1239,UDP,3,0,0,0.188,140,2768,0
2092,ICMP,21,19,1,0.8588,8,229723,1
412,UDP,2,0,0,0.0668,104,4809,0
335,HTTP,2,1,0,0.2145,33,1413,0
475,HTTP,3,1,0,0.0133,32,1045,0
153,TCP,1,0,0,0.0505,154,2069,0
475,TCP,3,0,0,0.0248,168,4662,0
97,TCP,7,2,0,0.505,29,684,0
271,UDP,8,2,0,0.6529,28,315,0
377,HTTP,1,1,0,0.1491,128,3626,0
1137,UDP,2,0,0,0.1248,129,4122,0
1298,UDP,1,1,0,0.2479,123,2570,0
784,TCP,2,1,0,0.2019,99,2816,0
2098,TCP,18,13,1,0.9827,2,312857,1
535,TCP,5,5,1,0.6734,13,603,0
227,TCP,6,4,1,0.6491,5,414,0
739,ICMP,8,2,0,0.5175,10,722,0
6876,TCP,19,10,1,0.8626,6,267092,1
544,UDP,3,0,0,0.0946,61,1294,0
1074,TCP,2,1,0,0.0638,130,2004,0
1217,UDP,1,0,0,0.2076,137,4207,0
372,UDP,4,5,0,0.6347,14,273,0
916,UDP,1,1,0,0.1579,116,3044,0
1075,HTTP,1,1,0,0.0746,146,4541,0
111,HTTP,2,0,0,0.2205,155,4077,0
97,TCP,7,3,0,0.5786,7,374,0
8020,TCP,10,6,1,0.9803,8,468346,1
1315,UDP,3,0,0,0.087,147,1913,0
234,UDP,5,5,0,0.6515,7,650,0
504,ICMP,8,4,1,0.4049,27,209,0
5464,TCP,22,12,1,0.9494,3,319972,1
196,HTTP,3,1,0,0.1467,137,4897,0
81,UDP,6,5,1,0.6571,23,334,0
8006,TCP,14,16,1,0.7691,1,307709,1
213,TCP,3,0,0,0.013,90,4357,0
525,UDP,2,1,0,0.1907,167,2954,0
351,HTTP,3,1,0,0.0267,80,2036,0
110,TCP,9,5,0,0.4506,24,356,0
2150,TCP,10,6,1,0.9191,1,477421,1
635,UDP,6,4,1,0.4503,22,315,0
850,UDP,2,0,0,0.0849,36,4219,0
265,HTTP,3,0,0,0.1109,106,737,0
246,UDP,7,2,1,0.6494,22,701,0
374,TCP,1,1,0,0.1949,90,3702,0
101,TCP,4,5,0,0.4658,29,250,0
989,HTTP,3,1,0,0.2406,39,4115,0
1300,TCP,3,0,0,0.1648,124,1936,0
561,TCP,1,1,0,0.0162,176,2441,0
468,UDP,1,0,0,0.2214,156,1898,0
286,HTTP,2,1,0,0.2484,67,1528,0
528,ICMP,5,3,0,0.6109,7,312,0
538,HTTP,2,0,0,0.024,171,4667,0
1015,UDP,1,0,0,0.1845,128,3937,0
377,ICMP,6,5,1,0.5888,13,486,0
402,HTTP,3,1,0,0.1399,159,1732,0
554,HTTP,1,0,0,0.0008,163,1237,0
275,TCP,1,1,0,0.2075,155,3989,0
1306,TCP,2,1,0,0.1625,163,1634,0
1123,HTTP,2,0,0,0.093,98,1467,0
555,TCP,4,4,0,0.5747,15,194,0
666,UDP,1,0,0,0.0355,180,3955,0
697,TCP,2,1,0,0.099,147,506,0
699,ICMP,5,2,1,0.5207,9,104,0
8356,ICMP,24,10,1,0.8069,4,398957,1
496,HTTP,3,1,0,0.0481,165,2897,0
1620,ICMP,25,15,1,0.9783,2,121458,1
6093,TCP,22,13,1,0.782,4,88575,1
1476,TCP,2,1,0,0.0951,170,2570,0
746,TCP,3,0,0,0.212,87,930,0
177,TCP,5,5,0,0.4037,30,732,0
1327,HTTP,2,1,0,0.2389,96,4988,0
773,UDP,2,0,0,0.118,161,1722,0
6183,TCP,14,9,1,0.7993,6,198122,1
2379,ICMP,10,6,1,0.8354,8,89076,1
747,TCP,1,1,0,0.2449,156,2882,0
6898,TCP,18,11,1,0.8424,6,354418,1
1317,TCP,2,1,0,0.011,73,3245,0
7579,ICMP,13,19,1,0.7625,4,364518,1
474,UDP,2,1,0,0.0358,76,1162,0
585,TCP,9,5,1,0.6171,25,187,0
74,TCP,1,1,0,0.13,162,1997,0
244,ICMP,8,3,1,0.5031,19,375,0
7288,ICMP,23,7,1,0.9803,2,238817,1
3452,TCP,15,18,1,0.9291,1,239633,1
361,TCP,4,2,1,0.442,18,720,0
445,UDP,5,3,1,0.6059,15,386,0
1010,HTTP,1,1,0,0.045,52,1811,0
1290,HTTP,2,1,0,0.1933,140,753,0
719,UDP,5,5,0,0.4138,5,243,0
767,HTTP,1,1,0,0.1125,35,3218,0
1329,HTTP,1,0,0,0.0286,39,2009,0
1385,HTTP,1,1,0,0.1783,35,3685,0
805,TCP,1,1,0,0.1629,94,2640,0
4809,TCP,20,17,1,0.9705,6,376412,1
8588,ICMP,12,7,1,0.8791,3,259541,1
2250,ICMP,16,15,1,0.9673,7,414102,1
454,TCP,2,1,0,0.037,138,678,0
833,TCP,1,0,0,0.1752,123,3366,0
739,TCP,3,1,0,0.071,68,3230,0
1455,TCP,2,0,0,0.0986,30,4672,0
139,UDP,2,1,0,0.1283,154,2399,0
1497,UDP,3,0,0,0.244,67,4144,0
1001,UDP,3,0,0,0.0438,81,3143,0
373,UDP,9,2,0,0.4847,29,679,0
580,UDP,1,0,0,0.0651,81,2356,0
8217,TCP,23,13,1,0.9661,7,374887,1
1461,TCP,3,0,0,0.0164,77,3119,0
955,HTTP,2,1,0,0.1057,148,4338,0
618,HTTP,2,1,0,0.13,86,504,0
527,TCP,5,3,0,0.5971,24,446,0
797,HTTP,2,1,0,0.1249,155,3067,0
1361,UDP,3,0,0,0.21,173,4117,0
545,UDP,2,0,0,0.0769,108,3934,0
406,TCP,1,1,0,0.2371,146,4762,0
273,TCP,2,1,0,0.2202,65,3635,0
1174,HTTP,2,0,0,0.0506,152,4139,0
5983,ICMP,24,6,1,0.7641,2,381624,1
3819,ICMP,20,8,1,0.765,4,71160,1
1182,HTTP,1,0,0,0.1468,40,3390,0
1080,HTTP,3,0,0,0.1584,158,767,0
252,ICMP,6,3,1,0.5684,20,457,0
1210,TCP,3,1,0,0.0268,59,3929,0
531,HTTP,3,1,0,0.0444,98,2773,0
470,HTTP,1,1,0,0.2079,81,3432,0
4621,ICMP,12,7,1,0.8984,3,244686,1
207,TCP,5,3,0,0.4525,9,390,0
430,UDP,3,1,0,0.0748,70,676,0
701,ICMP,8,5,0,0.5811,17,470,0
313,UDP,3,0,0,0.0058,176,4428,0
641,TCP,2,1,0,0.0251,98,4345,0
425,TCP,8,2,0,0.4498,29,267,0
1444,HTTP,2,0,0,0.2443,52,3108,0
5600,ICMP,24,18,1,0.8237,2,173522,1
7246,ICMP,14,18,1,0.9991,4,385495,1
483,UDP,7,2,1,0.6649,19,549,0
1401,UDP,1,0,0,0.2135,177,2944,0
333,TCP,2,1,0,0.1869,74,2144,0
247,UDP,1,0,0,0.2097,106,1689,0
1082,UDP,2,1,0,0.0062,143,2415,0
1114,HTTP,3,0,0,0.2382,66,4089,0
851,HTTP,1,0,0,0.0984,41,2463,0
624,TCP,9,4,0,0.6247,19,383,0
412,UDP,6,5,0,0.6801,9,341,0
1085,TCP,3,0,0,0.1682,95,3800,0
1435,HTTP,3,0,0,0.0554,75,2426,0
1150,TCP,3,1,0,0.1222,58,3473,0
66,UDP,1,0,0,0.2003,71,2348,0
500,TCP,5,2,1,0.6455,5,648,0
868,HTTP,3,1,0,0.1484,159,4675,0
7276,TCP,18,16,1,0.7831,2,429741,1
783,HTTP,3,0,0,0.0229,177,3545,0
723,HTTP,1,0,0,0.1692,93,2353,0
71,UDP,8,4,1,0.5234,27,193,0
1001,HTTP,1,1,0,0.2439,81,3251,0
702,HTTP,2,0,0,0.2208,84,1860,0
506,UDP,6,2,1,0.423,28,617,0
1497,TCP,23,8,1,0.9903,7,392326,1
1221,TCP,3,0,0,0.075,50,759,0
789,UDP,2,0,0,0.0933,133,4260,0
124,UDP,2,1,0,0.131,97,1131,0
1086,TCP,2,1,0,0.039,169,4656,0
785,TCP,5,4,0,0.6478,29,421,0
362,UDP,5,2,0,0.5108,12,510,0
200,TCP,1,0,0,0.1432,75,2861,0
495,ICMP,7,5,0,0.6618,10,354,0
346,HTTP,1,1,0,0.2495,152,4804,0
404,TCP,2,1,0,0.1915,119,1084,0
507,UDP,2,0,0,0.0222,179,2378,0
436,TCP,1,0,0,0.0114,60,1067,0
826,TCP,2,1,0,0.0777,155,1304,0
500,UDP,3,1,0,0.08,165,4365,0
738,UDP,2,1,0,0.2039,64,2961,0
1282,TCP,1,0,0,0.1929,125,2951,0
725,UDP,2,1,0,0.0304,162,4322,0
480,HTTP,3,1,0,0.1264,94,916,0
1024,UDP,2,0,0,0.0661,173,2528,0
1344,UDP,1,1,0,0.203,95,3671,0
163,TCP,2,1,0,0.1494,150,2840,0
173,TCP,3,1,0,0.1129,34,889,0
174,HTTP,1,0,0,0.152,127,4771,0
167,HTTP,3,0,0,0.2422,90,1862,0
1060,UDP,2,1,0,0.0929,82,4295,0
1228,UDP,1,1,0,0.2148,132,3850,0
566,ICMP,4,3,1,0.4677,7,772,0
542,TCP,8,5,0,0.5156,16,715,0
1276,HTTP,1,0,0,0.2383,148,2217,0
3104,TCP,14,12,1,0.9713,7,193612,1
2760,ICMP,14,14,1,0.8666,3,469100,1
1689,TCP,17,17,1,0.8679,1,53620,1
1278,TCP,3,0,0,0.1593,95,3411,0
626,HTTP,1,0,0,0.1678,133,3476,0
530,TCP,2,1,0,0.1082,70,4492,0
577,UDP,4,2,1,0.6611,26,265,0
941,TCP,1,0,0,0.2118,178,1415,0
686,TCP,7,5,1,0.5473,14,538,0
842,UDP,1,1,0,0.1742,115,3504,0
479,TCP,3,1,0,0.039,57,1482,0
1172,UDP,3,1,0,0.0931,87,4080,0
298,HTTP,3,0,0,0.1075,88,3889,0
744,TCP,9,2,0,0.5926,27,492,0
387,ICMP,7,3,1,0.4524,9,168,0
149,HTTP,3,0,0,0.0918,173,2094,0
1898,TCP,24,9,1,0.9364,3,139241,1
542,TCP,9,5,0,0.5212,30,168,0
458,UDP,3,1,0,0.0926,150,1580,0
311,TCP,1,0,0,0.1426,80,4154,0
1135,HTTP,2,0,0,0.2119,35,4865,0
586,UDP,9,5,1,0.6007,13,572,0
563,UDP,1,0,0,0.166,152,4421,0
204,HTTP,3,1,0,0.0191,56,4283,0
2604,ICMP,17,8,1,0.8336,2,132221,1
541,TCP,8,2,0,0.6155,14,704,0
860,HTTP,1,0,0,0.2058,150,4066,0
1316,TCP,3,0,0,0.1208,154,1425,0
1348,UDP,3,1,0,0.0385,46,1803,0
416,TCP,9,2,1,0.5488,21,297,0
402,UDP,6,5,1,0.5644,24,313,0
714,ICMP,5,4,1,0.4516,18,293,0
732,TCP,1,0,0,0.1336,110,550,0
387,UDP,3,1,0,0.1529,165,564,0
1403,TCP,2,1,0,0.1373,167,4872,0
1384,HTTP,1,1,0,0.0278,45,763,0
481,UDP,3,1,0,0.2073,136,1084,0
1398,TCP,1,0,0,0.0452,76,543,0
465,TCP,1,1,0,0.111,33,2738,0
387,UDP,7,5,1,0.4142,25,148,0
718,UDP,3,0,0,0.1661,111,4614,0
8054,ICMP,21,14,1,0.9638,8,316014,1
1431,UDP,3,0,0,0.062,70,3903,0
1438,HTTP,1,0,0,0.0713,47,2085,0
324,HTTP,1,0,0,0.189,106,4292,0
1403,HTTP,2,1,0,0.1928,107,3981,0
946,HTTP,1,0,0,0.0258,65,2394,0
1452,HTTP,1,0,0,0.2312,39,1659,0
689,ICMP,7,2,1,0.5796,7,731,0
76,ICMP,4,2,0,0.4586,10,614,0
610,TCP,3,0,0,0.0956,39,4355,0
934,HTTP,3,0,0,0.0755,147,2160,0
1322,TCP,1,1,0,0.2463,36,1615,0
540,HTTP,3,1,0,0.0361,168,3076,0
947,UDP,2,0,0,0.134,75,4230,0
1006,UDP,3,1,0,0.1622,137,3386,0
222,TCP,7,3,0,0.5478,19,578,0
159,TCP,1,1,0,0.2279,126,4401,0
386,HTTP,3,1,0,0.0285,98,3810,0
689,HTTP,2,1,0,0.1631,116,1693,0
212,UDP,3,1,0,0.0016,46,982,0
1150,TCP,2,1,0,0.1134,70,3531,0
1369,TCP,1,0,0,0.2256,155,1044,0
475,ICMP,4,4,1,0.5411,18,195,0
156,TCP,8,4,0,0.5447,6,133,0
291,HTTP,1,1,0,0.0736,49,4214,0
390,TCP,3,0,0,0.184,153,3439,0
660,TCP,1,0,0,0.2011,80,574,0
1511,TCP,16,12,1,0.8954,6,118102,1
255,ICMP,5,5,1,0.6755,24,263,0
826,HTTP,2,1,0,0.2483,31,4897,0
5207,TCP,24,7,1,0.8981,6,444653,1
472,UDP,2,0,0,0.0793,154,2241,0
774,TCP,3,0,0,0.1186,177,3925,0
674,UDP,1,0,0,0.074,37,3952,0
1267,HTTP,3,1,0,0.1736,75,3107,0
754,TCP,4,3,1,0.5542,11,373,0
430,TCP,3,0,0,0.0614,32,3166,0
494,HTTP,3,1,0,0.0529,161,1666,0
574,TCP,5,5,1,0.6203,30,219,0
1702,ICMP,13,7,1,0.9829,2,281918,1
140,TCP,2,1,0,0.036,132,817,0
470,TCP,2,1,0,0.0455,126,2338,0
974,TCP,3,1,0,0.232,160,750,0
701,HTTP,3,1,0,0.0339,164,737,0
1467,TCP,1,1,0,0.1458,83,2013,0
884,HTTP,2,0,0,0.1552,170,1802,0
264,UDP,8,2,0,0.601,20,538,0
452,HTTP,3,1,0,0.1914,69,2819,0
8503,ICMP,14,14,1,0.806,6,272454,1
993,TCP,1,1,0,0.0477,121,3175,0
977,UDP,1,1,0,0.0138,79,4812,0
653,UDP,4,5,1,0.5699,6,405,0
774,UDP,9,2,1,0.6174,8,524,0
479,HTTP,1,0,0,0.0769,46,3473,0
661,ICMP,5,5,1,0.591,20,740,0
1426,UDP,2,1,0,0.0744,144,4187,0
4096,TCP,25,12,1,0.8248,7,485230,1
414,TCP,9,5,0,0.6691,20,705,0
726,HTTP,3,0,0,0.0281,135,3969,0
656,TCP,1,0,0,0.0939,126,3125,0
1340,HTTP,2,0,0,0.2129,166,3613,0
316,ICMP,5,5,1,0.6301,19,487,0
762,UDP,7,5,1,0.6777,20,590,0
1320,HTTP,3,0,0,0.1194,176,2107,0
80,TCP,8,4,0,0.4484,14,241,0
322,HTTP,1,1,0,0.1078,100,3329,0
906,UDP,2,0,0,0.217,63,4486,0
1361,TCP,2,1,0,0.1751,43,1388,0
724,UDP,3,1,0,0.0276,163,1046,0
1373,UDP,3,0,0,0.1696,137,4250,0
322,UDP,2,0,0,0.1776,34,907,0
1384,HTTP,3,1,0,0.0019,125,2334,0
907,HTTP,2,1,0,0.1215,165,4993,0
4963,TCP,24,11,1,0.9159,2,416107,1
617,TCP,3,0,0,0.2474,83,4879,0
646,UDP,1,0,0,0.0551,176,2685,0
66,ICMP,5,2,0,0.4735,17,295,0
246,UDP,9,3,1,0.5989,20,378,0
3903,ICMP,21,16,1,0.766,8,355467,1
750,TCP,5,2,0,0.4783,21,349,0
76,ICMP,5,5,0,0.6013,30,632,0
583,TCP,7,5,0,0.5517,24,671,0
457,UDP,2,0,0,0.0602,109,4669,0
1638,TCP,16,12,1,0.8154,2,411904,1
129,UDP,2,0,0,0.1737,145,3438,0
536,HTTP,1,1,0,0.0199,152,1598,0
1481,UDP,3,0,0,0.0053,41,1342,0
218,TCP,8,3,0,0.5011,12,131,0
4227,TCP,24,13,1,0.8499,2,186392,1
1488,UDP,3,0,0,0.2029,46,4249,0
4627,TCP,17,9,1,0.8802,8,442255,1
214,TCP,5,4,0,0.4243,20,430,0
358,TCP,1,1,0,0.0933,154,3875,0
563,UDP,3,0,0,0.0104,63,4623,0
1130,UDP,3,0,0,0.1929,150,2402,0
493,HTTP,3,1,0,0.188,167,1434,0
274,HTTP,2,0,0,0.1428,69,3152,0
437,TCP,9,4,0,0.4541,19,106,0
1317,TCP,1,1,0,0.0995,152,4806,0
3230,ICMP,15,15,1,0.8268,4,59311,1
235,ICMP,7,4,1,0.6483,5,292,0
1190,TCP,2,0,0,0.1213,154,3977,0
982,UDP,3,0,0,0.113,86,855,0
104,HTTP,3,1,0,0.1464,169,1056,0
523,HTTP,3,1,0,0.1347,61,4823,0
260,TCP,6,5,1,0.6723,23,410,0
154,UDP,3,1,0,0.1353,31,4510,0
610,TCP,1,1,0,0.0111,80,4640,0
804,UDP,2,0,0,0.0135,35,3964,0
624,HTTP,2,0,0,0.1087,40,4226,0
194,HTTP,2,0,0,0.2387,100,2564,0
480,UDP,5,4,0,0.6876,23,232,0
1225,TCP,1,1,0,0.0247,135,732,0
677,TCP,2,1,0,0.1493,31,4990,0
914,HTTP,2,0,0,0.2142,30,3051,0
517,UDP,3,0,0,0.0766,178,3523,0
155,UDP,3,1,0,0.1516,149,4748,0
475,HTTP,2,1,0,0.2409,99,1814,0
313,ICMP,7,5,1,0.4284,11,153,0
4601,ICMP,11,19,1,0.9289,8,231798,1
836,UDP,2,0,0,0.2452,91,3637,0
7713,TCP,12,19,1,0.8317,2,267725,1
363,HTTP,1,0,0,0.2153,47,4413,0
136,TCP,8,3,0,0.5176,10,148,0
301,TCP,3,1,0,0.1582,124,3158,0
8414,TCP,11,18,1,0.8941,6,469558,1
101,TCP,7,2,0,0.5825,17,203,0
205,UDP,6,3,1,0.625,30,359,0
1105,HTTP,3,1,0,0.0029,148,670,0
1381,TCP,3,1,0,0.0875,157,1959,0
768,UDP,1,0,0,0.1469,116,4337,0
707,HTTP,2,1,0,0.2164,154,1885,0
409,TCP,3,0,0,0.24,168,4906,0
7324,TCP,18,16,1,0.9559,1,65325,1
512,TCP,3,1,0,0.0126,93,1494,0
387,UDP,1,0,0,0.2133,158,3057,0
3430,TCP,24,6,1,0.7573,2,439121,1
721,TCP,1,1,0,0.1484,32,1968,0
285,ICMP,8,2,1,0.4147,7,365,0
1562,ICMP,21,18,1,0.9756,1,420513,1
565,UDP,4,5,0,0.4088,22,117,0
357,TCP,2,0,0,0.1138,133,1321,0
445,TCP,3,1,0,0.1977,175,2082,0
6051,TCP,13,19,1,0.895,3,434637,1
1199,TCP,3,1,0,0.2159,33,2890,0
1500,TCP,3,1,0,0.219,34,2750,0
1267,HTTP,1,1,0,0.0941,87,4730,0
8782,ICMP,21,20,1,0.9061,8,191049,1
520,HTTP,3,1,0,0.1008,90,1145,0
1065,HTTP,1,1,0,0.2268,41,2488,0
1435,UDP,1,0,0,0.0231,139,3301,0
676,UDP,2,1,0,0.0533,175,3724,0
721,UDP,3,0,0,0.227,52,2402,0
1346,HTTP,3,0,0,0.2042,86,3156,0
517,HTTP,1,0,0,0.0673,134,4704,0
5563,ICMP,21,7,1,0.8819,6,270444,1
1463,TCP,2,0,0,0.1041,81,2966,0
105,HTTP,1,1,0,0.2279,74,569,0
80,ICMP,4,4,0,0.4521,10,368,0
1001,UDP,1,0,0,0.0309,53,2168,0
534,ICMP,9,2,1,0.6744,14,674,0
7230,TCP,12,17,1,0.7908,6,234680,1
494,UDP,1,1,0,0.1605,48,4253,0
1193,TCP,3,0,0,0.0601,51,867,0
100,UDP,2,1,0,0.0615,113,2412,0
830,HTTP,3,0,0,0.2309,112,1381,0
135,UDP,4,2,1,0.6278,16,226,0
8879,TCP,18,14,1,0.8738,3,152800,1
1356,HTTP,3,0,0,0.095,107,1144,0
628,UDP,1,0,0,0.1129,94,1332,0
1208,UDP,3,1,0,0.0474,77,4953,0
994,TCP,2,0,0,0.23,87,2386,0
649,HTTP,2,1,0,0.066,154,4375,0
1405,TCP,2,1,0,0.2348,101,768,0
566,TCP,1,1,0,0.2125,130,1837,0
468,ICMP,6,5,0,0.58,19,538,0
847,HTTP,2,1,0,0.1361,154,3318,0
364,TCP,5,5,1,0.6861,5,167,0
1285,UDP,1,0,0,0.2402,130,1652,0
625,TCP,2,1,0,0.0954,175,1806,0
5286,TCP,12,10,1,0.8574,8,146029,1
589,TCP,6,5,0,0.5556,5,189,0
1288,HTTP,3,1,0,0.1917,176,3579,0
288,UDP,1,0,0,0.0439,156,3676,0
770,TCP,3,0,0,0.1929,115,1592,0
652,TCP,5,4,0,0.5616,10,237,0
2840,ICMP,23,14,1,0.854,3,308772,1
289,ICMP,8,2,0,0.6197,11,645,0
274,HTTP,3,1,0,0.0414,82,4496,0
286,UDP,9,4,0,0.4078,10,183,0
1254,UDP,2,1,0,0.164,142,4034,0
1186,UDP,2,1,0,0.1695,119,3706,0
806,HTTP,2,0,0,0.0966,145,2791,0
117,TCP,2,0,0,0.1289,168,1905,0
1078,TCP,3,0,0,0.0113,127,2187,0
986,HTTP,2,1,0,0.1486,65,1712,0
8685,TCP,18,14,1,0.8178,3,402524,1
1451,HTTP,1,1,0,0.1932,33,2165,0
859,TCP,1,1,0,0.2319,85,2118,0
319,HTTP,2,1,0,0.2416,73,3965,0
292,TCP,3,1,0,0.2272,173,2926,0
998,HTTP,1,1,0,0.1908,97,1017,0
600,HTTP,2,1,0,0.1196,113,4125,0
902,HTTP,3,1,0,0.1651,106,2445,0
646,ICMP,9,4,0,0.6572,23,764,0
1248,HTTP,2,1,0,0.1047,71,1358,0
523,UDP,8,2,1,0.4484,9,209,0
449,TCP,2,0,0,0.0279,45,882,0
1162,HTTP,1,1,0,0.2398,113,3683,0
940,UDP,3,0,0,0.1836,105,2098,0
3754,TCP,25,12,1,0.7658,4,484356,1
5935,TCP,13,9,1,0.95,4,187356,1
287,TCP,4,5,0,0.6865,17,405,0
7113,TCP,15,11,1,0.909,8,357886,1
523,HTTP,1,0,0,0.2047,51,1948,0
564,HTTP,3,0,0,0.1569,165,527,0
1389,HTTP,1,0,0,0.0746,140,3040,0
330,UDP,7,2,1,0.5177,16,528,0
139,UDP,1,1,0,0.1276,37,2320,0
633,TCP,1,0,0,0.1108,51,4032,0
103,ICMP,7,5,1,0.4851,7,232,0
202,TCP,2,0,0,0.1285,101,4476,0
470,HTTP,3,1,0,0.1314,68,4846,0
614,HTTP,2,0,0,0.0311,175,3129,0
1202,HTTP,3,1,0,0.016,179,4915,0
982,HTTP,1,0,0,0.0048,85,1724,0
467,TCP,1,0,0,0.2361,69,4165,0
1489,UDP,3,0,0,0.1572,174,3423,0
687,UDP,4,5,1,0.6388,23,133,0
284,ICMP,5,2,1,0.5506,7,773,0
303,TCP,1,0,0,0.0439,30,633,0
5833,ICMP,21,20,1,0.9297,4,337998,1
340,TCP,1,1,0,0.039,63,2481,0
542,HTTP,2,1,0,0.1848,50,3353,0
775,UDP,2,1,0,0.1383,51,4634,0
1596,TCP,19,14,1,0.9655,4,274586,1
1476,UDP,2,1,0,0.0106,120,4063,0
88,TCP,5,3,0,0.4878,22,796,0
434,ICMP,6,2,1,0.5148,5,587,0
683,UDP,3,1,0,0.2172,92,4815,0
1089,HTTP,1,1,0,0.2256,164,3699,0
312,ICMP,6,3,1,0.4126,16,327,0
706,ICMP,4,3,0,0.4437,6,760,0
264,UDP,8,5,1,0.6469,6,269,0
542,UDP,5,5,1,0.6427,19,318,0
2994,ICMP,13,14,1,0.9014,7,132188,1
127,UDP,2,0,0,0.1427,129,2035,0
331,UDP,1,0,0,0.2369,55,2920,0
1255,HTTP,2,1,0,0.2054,114,3487,0
613,TCP,7,5,0,0.6544,20,442,0
1405,TCP,1,1,0,0.1047,86,2956,0
851,TCP,3,0,0,0.0275,124,4776,0
928,HTTP,1,0,0,0.0398,64,738,0
341,UDP,1,1,0,0.0516,47,3311,0
1453,UDP,2,1,0,0.2072,45,3959,0
1210,UDP,1,1,0,0.2164,90,4036,0
496,TCP,3,1,0,0.0808,44,1079,0
986,HTTP,3,0,0,0.0039,112,2473,0
232,TCP,9,3,0,0.4429,9,123,0
7423,ICMP,15,20,1,0.8869,3,82578,1
463,TCP,2,0,0,0.0924,102,3993,0
368,UDP,3,1,0,0.0863,171,4951,0
233,ICMP,5,2,1,0.6753,24,654,0
740,UDP,3,0,0,0.01,112,916,0
